"Backlash","n.","The distance through which one part of connected machinery, as a wheel, piston, or screw, can be moved without moving the connected parts, resulting from looseness in fitting or from wear; also, the jarring or reflex motion caused in badly fitting machinery by irregularities in velocity or a reverse of motion."
"Badge","v. t.","To mark or distinguish with a badge."
"Badgeless","a.","Having no badge."
"Badger","n.","An itinerant licensed dealer in commodities used for food; a hawker; a huckster; -- formerly applied especially to one who bought grain in one place and sold it in another."
"Cabin","v. t.","To confine in, or as in, a cabin."
"Cabinet","n.","A hut; a cottage; a small house."
"Cage","n.","The catcher's wire mask."
"Cake","v. i.","To concrete or consolidate into a hard mass, as dough in an oven; to coagulate."
"Calculate","v. i.","To make a calculation; to forecast consequences; to estimate; to compute."
"Calendar","v. t.","To enter or write in a calendar; to register."
"Calf","n.","The fleshy hinder part of the leg below the knee."
"Call","n.","See Assessment, 4."
"Calm","super.","Undisturbed by passion or emotion; not agitated or excited; tranquil; quiet in act or speech."
"Eager","n.","Same as Eagre."
"Eagerly","adv.","In an eager manner."
"Ear","n.","The sense of hearing; the perception of sounds; the power of discriminating between different tones; as, a nice ear for music; -- in the singular only."
"Earn","v. i.","To curdle, as milk."
"Earnest","n.","Seriousness; reality; fixed determination; eagerness; intentness."
"Earth","n.","A hole in the ground, where an animal hides himself; as, the earth of a fox."
"Earthquake","a.","Like, or characteristic of, an earthquake; loud; starling."
"Ease","n.","To release from pressure or restraint; to move gently; to lift slightly; to shift a little; as, to ease a bar or nut in machinery."
"Easily","adv.","Without shaking or jolting; commodiously; as, a carriage moves easily."
"Eat","v. i.","To make one's way slowly."
"Eatable","a.","Capable of being eaten; fit to be eaten; proper for food; esculent; edible."
"Eavesdrop","n.","The water which falls in drops from the eaves of a house."
"Echo","n.","A nymph, the daughter of Air and Earth, who, for love of Narcissus, pined away until nothing was left of her but her voice."
"Eclipse","n.","The loss, usually temporary or partial, of light, brilliancy, luster, honor, consciousness, etc.; obscuration; gloom; darkness."
"Fabric","n.","Any system or structure consisting of connected parts; as, the fabric of the universe."
"Fabricate","v. t.","To invent and form; to forge; to devise falsely; as, to fabricate a lie or story."
"Fabrication","n.","The act of fabricating, framing, or constructing; construction; manufacture; as, the fabrication of a bridge, a church, or a government."
"Face","v. i.","To present a face or front."
"Facility","n.","That which promotes the ease of any action or course of conduct; advantage; aid; assistance; -- usually in the plural; as, special facilities for study."
"Fact","n.","The assertion or statement of a thing done or existing; sometimes, even when false, improperly put, by a transfer of meaning, for the thing done, or supposed to be done; a thing supposed or asserted to be done; as, history abounds with false facts."
"Factor","n.","One of the elements, circumstances, or influences which contribute to produce a result; a constituent."
"Factory","n.","A building, or collection of buildings, appropriated to the manufacture of goods; the place where workmen are employed in fabricating goods, wares, or utensils; a manufactory; as, a cotton factory."
"Fail","v. i.","Death; decease."
"Faint","v. t.","To cause to faint or become dispirited; to depress; to weaken."
"Fair","n.","A competitive exhibition of wares, farm products, etc., not primarily for purposes of sale; as, the Mechanics' fair; an agricultural fair."
"Fairy","a.","Given by fairies; as, fairy money."
"Faith","interj.","By my faith; in truth; verily."
"Fake","n.","A trick; a swindle."
"Fall","n.","That part (as one of the ropes) of a tackle to which the power is applied in hoisting."
"Fallacy","n.","An argument, or apparent argument, which professes to be decisive of the matter at issue, while in reality it is not; a sophism."
"False","a.","To feign; to pretend to make."
"Falsification","n.","The showing an item of charge in an account to be wrong."
"Familiar","n.","A confidential officer employed in the service of the tribunal, especially in apprehending and imprisoning the accused."
"Family","v. t.","A group of organisms, either animal or vegetable, related by certain points of resemblance in structure or development, more comprehensive than a genus, because it is usually based on fewer or less pronounced points of likeness. In zoology a family is less comprehesive than an order; in botany it is often considered the same thing as an order."
"Fancy","n.","A sort of love song or light impromptu ballad."
"Fantastic","n.","A person given to fantastic dress, manners, etc.; an eccentric person; a fop."
"Far","adv.","In a great proportion; by many degrees; very much; deeply; greatly."
"Farewell","interj.","Go well; good-by; adieu;  -- originally applied to a person departing, but by custom now applied both to those who depart and those who remain. It is often separated by the pronoun; as, fare you well; and is sometimes used as an expression of separation only; as, farewell the year; farewell, ye sweet groves; that is, I bid you farewell."
"Farmer","n.","The lord of the field, or one who farms the lot and cope of the crown."
"Fashion","v. t.","To forge or counterfeit."
"Fashionable","a.","Conforming to the fashion or established mode; according with the prevailing form or style; as, a fashionable dress."
"Fee","n.","An estate of inheritance belonging to the owner, and transmissible to his heirs, absolutely and simply, without condition attached to the tenure."
"Feel","n.","A sensation communicated by touching; impression made upon one who touches or handles; as, this leather has a greasy feel."
"Fellowship","n.","A foundation for the maintenance, on certain conditions, of a scholar called a fellow, who usually resides at the university."
"Felony","n.","A heinous crime; especially, a crime punishable by death or imprisonment."
"Female","a.","Having pistils and no stamens; pistillate; or, in cryptogamous plants, capable of receiving fertilization."
"Fermentation","n.","A state of agitation or excitement, as of the intellect or the feelings."
"Fertilizer","n.","That which renders fertile; a general name for commercial manures, as guano, phosphate of lime, etc."
"Fetch","n.","The apparation of a living person; a wraith."
"Fibre","n.","A general name for the raw material, such as cotton, flax, hemp, etc., used in textile manufactures."
"Fiction","n.","An assumption of a possible thing as a fact, irrespective of the question of its truth."
"Fidelity","n.","Adherence to the marriage contract."
"Field","n.","That part of the grounds reserved for the players which is outside of the diamond; -- called also outfield."
"Fight","v. i.","A screen for the combatants in ships."
"Fighter","n.","One who fights; a combatant; a warrior."
"Fighting","a.","Qualified for war; fit for battle."
"Figure","v. t.","To calculate; to contrive; to scheme; as, he is figuring to secure the nomination."
"Figured","a.","Adorned with figures; marked with figures; as, figured muslin."
"File","v. t.","To make foul; to defile."
"Final","a.","Respecting an end or object to be gained; respecting the purpose or ultimate end in view."
"Find","n.","Anything found; a discovery of anything valuable; especially, a deposit, discovered by archaeologists, of objects of prehistoric or unknown origin."
"Fine","v. t.","To finish; to cease; or to cause to cease."
"Finish","n.","Completion; -- opposed to start, or beginning."
"Fire","v. i.","To discharge artillery or firearms; as, they fired on the town."
"Firearm","n.","A gun, pistol, or any weapon from a shot is discharged by the force of an explosive substance, as gunpowder."
"Firm","a.","To fix or direct with firmness."
"Flag","v. t.","To lay with flags of flat stones."
"Flame","v. t.","To kindle; to inflame; to excite."
"Flat","v. i.","To fall form the pitch."
"Flatter","v. t.","To raise hopes in; to encourage or favorable, but sometimes unfounded or deceitful, representations."
"Flaunt","n.","Anything displayed for show."
"Float","v. t.","To support and sustain the credit of, as a commercial scheme or a joint-stock company, so as to enable it to go into, or continue in, operation."
"Floor","n.","A horizontal, flat ore body."
"Flower","n.","Menstrual discharges."
"Fly","a.","Knowing; wide awake; fully understanding another's meaning."
"Fogy","n.","A dull old fellow; a person behind the times, over-conservative, or slow; -- usually preceded by old."
"Follow","v. i.","To go or come after; -- used in the various senses of the transitive verb: To pursue; to attend; to accompany; to be a result; to imitate."
"Follower","n.","One who follows; a pursuer; an attendant; a disciple; a dependent associate; a retainer."
"Foot","n.","The lower edge of a sail."
"Forbid","v. i.","To utter a prohibition; to prevent; to hinder."
"Forbiddance","n.","The act of forbidding; prohibition; command or edict against a thing."
"Forbidden","a.","Prohibited; interdicted."
"Force","v. i.","To be of force, importance, or weight; to matter."
"Foreign","a.","Held at a distance; excluded; exiled."
"Forge","v. t.","To impel forward slowly; as, to forge a ship forward."
"Forgemen","pl. ","of Forgeman"
"Forgive","v. t.","To give up resentment or claim to requital on account of (an offense or wrong); to remit the penalty of; to pardon; -- said in reference to the act forgiven."
"Formality","n.","The manner in which a thing is conceived or constituted by an act of human thinking; the result of such an act; as, animality and rationality are formalities."
"Foster","n.","One who, or that which, fosters."
"Foul","n.","See Foul ball, under Foul, a."
"Frank","a.","A French coin. See Franc."
"Free","adv.","Without charge; as, children admitted free."
"Freed","imp. & p. p.","of Free"
"Fret","n.","Ornamental work in relief, as carving or embossing. See Fretwork."
